Attrition_ID,Customer_Key,Branch_Key,Date_Key,Months_Inactive,Complaints_Count,Avg_Balance,Transaction_Frequency,Loan_Default_Flag,Churn_Flag
1205,1718,15,1148,16,0,135700.2,70,0,0
1206,1673,10,251,25,11,71669.04,25,0,1
1207,258,18,1644,11,5,241287.97,43,0,0
1208,256,12,1369,3,9,616541.83,74,0,0
1209,726,18,34,22,14,274204.77,29,0,1
1210,1938,7,565,22,3,762559.87,8,0,0
1211,1376,19,1428,6,4,634430.32,29,0,1
1212,1390,16,1555,30,3,183579.95,17,0,1
1213,1652,1,67,19,9,35570.56,40,1,1
1214,341,7,777,10,6,831917.95,58,0,1
1215,771,1,1411,31,6,138726.14,8,0,0
1216,1867,6,871,9,2,654542.85,71,0,0
1217,1699,15,731,3,8,327106.14,62,0,1
1218,269,16,1525,28,7,101130.12,1,0,0
1219,707,7,924,35,3,342401.63,63,0,0
1220,1030,4,1343,30,14,251917.91,6,0,1
1221,238,2,129,12,4,216673.95,72,0,0
1222,413,17,440,24,12,831625.1,65,0,0
1223,83,19,1817,35,14,976261.88,26,1,1
1224,289,12,1267,13,9,29883.13,75,0,1
1225,1916,6,433,7,4,546794.37,18,0,0
1226,457,19,857,12,5,783564.63,76,0,0
1227,1797,10,438,17,3,43404.06,4,0,0
1228,1746,8,1821,32,13,584729.45,11,0,0
1229,1438,20,480,15,1,162742.51,75,0,1
1230,465,15,1760,5,7,576540.68,74,0,0
1231,1219,3,1713,7,6,718309.45,53,0,0
1232,1865,13,1616,20,4,791446.69,43,0,0
1233,703,1,569,5,5,808900.43,60,0,0
1234,409,9,541,9,13,116531.79,39,0,1
1235,1130,4,1815,26,14,304644.51,50,0,0
1236,896,10,676,22,8,978900.36,18,0,0
1237,440,11,1005,3,6,856798.29,73,0,0
1238,1072,12,416,10,5,725402.14,66,1,1
1239,1488,7,127,25,12,556120.64,77,0,1
1240,979,9,1267,19,11,272301.29,16,0,0
1241,1589,11,611,5,10,774261.63,4,0,0
1242,641,13,1649,21,13,88460.11,16,0,0
1243,695,8,1783,28,0,706041.92,13,0,1
1244,1533,14,46,25,8,842316.96,74,0,1
1245,210,11,1162,16,5,554167.88,56,0,1
1246,893,2,1790,26,6,859637.77,60,0,0
1247,36,9,1625,19,12,126966.21,13,0,0
1248,1643,12,1358,29,9,172005.03,46,0,0
1249,649,19,394,17,4,107522.38,55,0,0
1250,1058,17,189,4,11,264505.39,49,0,0
1251,41,16,704,14,1,967717.46,0,0,0
1252,1825,15,1136,30,4,540277.76,47,0,1
1253,1418,10,1149,16,4,338860.65,14,0,0
1254,910,18,1695,14,12,984413.41,55,0,0
1255,30,7,579,13,0,593465.41,15,0,0
1256,627,16,290,19,8,180108.49,21,0,0
1257,1264,12,979,0,12,612361.08,29,0,0
1258,897,15,1731,12,1,972798.45,61,0,0
1259,364,7,989,28,14,696968.22,49,0,1
1260,1422,15,699,0,11,590904.26,41,0,0
1261,75,19,348,15,7,868756.65,5,0,1
1262,178,1,737,13,3,36549,67,0,0
1263,14,8,673,9,8,881947.87,36,1,1
1264,1294,14,484,21,0,91830.22,78,0,0
1265,1168,2,1199,7,1,17729.09,60,0,0
1266,1608,16,602,28,4,82909.38,49,0,0
1267,263,3,726,19,0,657514.74,19,0,0
1268,18,2,133,6,5,547747.65,43,0,1
1269,1331,13,1122,13,4,744685.62,41,0,0
1270,475,14,555,32,3,743932.16,66,0,0
1271,1577,18,336,33,11,332969.49,34,0,1
1272,523,17,805,32,8,935569.85,72,1,1
1273,1041,20,1739,17,1,817895.46,12,0,1
1274,526,13,1067,17,4,727773.61,34,0,0
1275,1207,12,822,11,9,343441.29,75,0,0
1276,3,18,579,13,11,107261.16,45,0,0
1277,1347,5,163,15,8,602610.44,49,0,0
1278,588,9,1050,24,13,537480.69,38,0,1
1279,713,7,529,0,13,14036.52,43,0,1
1280,48,5,591,14,12,31279.27,12,0,0
1281,1292,13,925,24,7,766647.44,32,0,0
1282,352,20,531,27,0,385797.68,75,0,1
1283,1729,5,1205,23,12,202946.81,12,0,1
1284,1724,19,317,26,14,166978.2,78,0,1
1285,1615,5,1341,25,7,678629.4,0,0,1
1286,761,6,1663,26,6,287136.4,24,0,1
1287,572,12,1705,20,3,325239.9,69,1,0
1288,1702,11,1248,31,13,482677.68,45,0,1
1289,605,2,1798,23,13,441775.14,10,0,1
1290,1100,17,1657,0,9,839782.75,61,0,1
1291,231,19,1482,13,9,561678.03,55,0,1
1292,408,9,1632,3,14,942633.92,58,0,1
1293,1223,15,1596,3,3,378855.33,70,0,0
1294,1035,5,1312,15,14,833814.2,50,0,0
1295,62,13,231,19,13,669204.69,16,0,1
1296,1934,14,1799,31,12,983589.39,2,0,0
1297,946,11,1774,32,11,330785.12,46,0,1
1298,1015,10,814,12,12,735828.63,32,0,1
1299,767,10,1796,16,7,651843.27,33,0,0
1300,1022,4,681,27,12,673354.98,25,0,1
1301,1677,6,1537,26,8,682559.86,17,0,0
1302,1471,4,895,16,8,246288.88,3,0,0
1303,43,3,788,8,10,235920.42,24,0,0
1304,687,11,1782,28,3,434986.01,0,0,1
1305,174,9,283,1,10,284931.72,32,0,0
1306,769,8,1343,26,2,161851.58,2,0,1
1307,173,6,804,30,9,941275.16,39,0,0
1308,1831,19,213,25,1,378409.23,58,1,0
1309,926,8,1608,10,8,144653.18,23,0,1
1310,536,17,1117,9,6,194820.71,53,0,1
1311,1420,8,995,10,14,514221.62,22,0,0
1312,1158,17,1461,26,5,282864.97,53,0,1
1313,1051,6,1532,18,13,835788.13,69,0,0
1314,558,13,1195,15,9,393759.88,72,0,0
1315,1749,5,6,24,7,738212.03,16,0,1
1316,711,10,1390,27,1,315208.71,79,0,0
1317,1297,7,218,20,9,7668.21,74,0,1
1318,638,12,111,30,4,538277.52,53,0,1
1319,210,13,598,11,1,193587.25,79,0,0
1320,1108,13,25,18,11,149463.13,27,0,0
1321,852,8,712,13,0,88303.35,58,0,0
1322,57,10,1678,29,13,830014.53,44,0,1
1323,1145,10,1347,32,11,576564.81,61,1,1
1324,601,9,1612,32,12,677086.05,27,0,0
1325,925,2,1178,24,13,577488.44,1,0,1
1326,1288,18,1431,28,14,562117.84,16,0,1
1327,1923,4,219,22,13,753177.84,16,1,1
1328,1094,18,1501,6,8,944323.12,33,0,1
1329,1040,15,61,13,13,255498.19,57,0,1
1330,569,5,347,20,8,633538.69,24,0,0
1331,1541,7,772,30,4,766261.2,66,0,1
1332,1208,3,1309,2,5,716694.71,32,0,0
1333,1699,14,1741,17,1,747371.14,75,0,0
1334,1647,2,1821,15,13,860801.76,26,0,0
1335,626,14,1551,14,14,576420.6,46,0,1
1336,1912,5,831,1,11,253455.29,14,0,0
1337,1069,12,1293,26,1,229389.58,44,0,0
1338,1070,20,1693,24,7,873468.79,62,1,0
1339,1987,4,578,25,6,951268.3,79,0,0
1340,1788,6,236,4,12,379386.04,13,0,1
1341,1749,13,1504,35,11,250974.38,35,0,0
1342,660,20,567,35,11,101180.44,37,0,1
1343,1163,5,85,32,4,15514.96,25,0,1
1344,962,20,939,13,6,102890.72,51,0,1
1345,497,4,936,29,11,999554.99,16,0,0
1346,236,18,1194,4,4,40045.62,49,0,0
1347,426,5,1185,33,7,864155.09,48,0,0
1348,1129,3,925,3,5,482743.31,64,0,0
1349,279,6,971,26,5,852423.03,70,1,1
1350,414,5,1024,15,4,421637.34,22,0,0
1351,1513,5,63,11,10,488552.54,16,1,0
1352,622,10,1057,27,6,661748.77,74,0,1
1353,1953,9,906,11,9,904744.33,55,0,0
1354,793,11,239,11,5,774833.21,2,0,0
1355,1949,17,137,28,12,165887.71,6,0,1
1356,489,20,546,35,1,761559.77,64,0,0
1357,546,2,710,32,7,878093.39,29,1,1
1358,1722,20,581,35,8,247109.23,48,0,1
1359,773,12,455,4,7,196056.79,12,0,0
1360,8,3,644,2,3,205434.54,52,0,0
1361,1349,12,573,2,0,545060.02,15,0,0
1362,1191,15,872,23,1,77554.58,43,0,0
1363,635,11,1761,25,8,995039.22,33,0,1
1364,61,8,1822,31,14,932853.26,30,0,1
1365,703,4,1660,19,10,971744,25,0,0
1366,1401,14,83,25,8,482901.01,7,0,0
1367,169,9,558,34,9,184949.81,25,0,0
1368,570,15,1490,12,11,839504.81,63,0,1
1369,1036,17,664,4,7,874286.91,66,0,0
1370,1150,5,386,19,0,397678.17,57,0,0
1371,1974,16,381,19,2,729508.16,15,0,1
1372,1245,19,1195,6,4,779620.28,5,0,0
1373,1891,10,758,6,9,638289.87,66,0,0
1374,1304,19,998,6,10,875658.88,36,0,0
1375,420,8,24,14,11,199042.57,38,0,0
1376,815,9,756,7,8,421904.28,44,0,1
1377,366,20,1605,20,7,793321.02,64,0,0
1378,711,19,888,5,7,735966.1,47,0,0
1379,1572,20,1192,8,10,859233.15,37,0,0
1380,186,10,1143,9,2,873588.26,65,1,0
1381,249,2,1249,31,5,674997.33,64,0,1
1382,1054,19,1463,28,9,898555.62,38,0,0
1383,1560,5,427,31,4,233946.39,34,0,1
1384,607,12,830,8,14,74284.99,73,0,0
1385,1573,6,171,15,5,976092.93,14,0,0
1386,1270,10,40,29,10,601718.8,14,1,1
1387,178,13,223,32,13,584272.04,21,0,1
1388,737,5,1309,34,1,846555.55,55,0,1
1389,625,6,706,7,10,43481.41,68,0,1
1390,1771,12,1643,6,5,370978.72,47,0,0
1391,686,17,1756,9,10,200402.19,0,0,0
1392,943,20,200,19,2,937479.15,43,0,1
1393,38,10,1273,5,0,147877.73,67,0,0
1394,1866,12,706,21,10,979641.14,79,0,0
1395,83,14,1155,10,14,552987.35,66,0,0
1396,1724,15,187,21,1,995602.25,0,0,0
1397,234,3,606,7,2,262031.26,33,0,0
1398,1158,17,1564,28,14,808786.4,32,1,1
1399,804,5,212,17,0,42805.57,39,0,0
1400,1630,16,894,34,3,30301.2,76,0,0
1401,1992,1,745,24,13,341767.25,8,0,0
1402,1972,13,491,12,9,806244.66,49,0,0
1403,1488,1,1669,31,3,977005.93,62,0,0
1404,1252,17,1042,35,9,977392.41,6,0,1
1405,230,4,141,11,11,378279.65,1,0,0
1406,410,14,1436,3,2,336179.33,39,0,0
1407,1206,4,4,11,9,689288.11,53,0,0
1408,393,15,768,18,8,551807.04,3,0,0
1409,550,15,304,19,1,477328.15,12,0,0
1410,1512,13,836,29,7,554607.09,12,0,1
1411,729,12,540,29,14,423948.57,51,0,1
1412,1996,7,759,13,5,34377.41,75,0,1
1413,321,19,1196,7,11,697021.16,25,0,0
1414,1633,16,1574,26,6,160224.15,40,0,0
1415,99,16,842,12,11,116552.34,69,0,1
1416,1280,11,132,19,6,23755.22,5,0,1
1417,1274,19,732,12,5,993357.11,69,0,0
1418,79,7,1184,0,11,401573.48,62,0,0
1419,1449,14,1539,13,2,878025.4,30,0,0
1420,50,17,1450,12,7,895185.14,3,0,1
1421,1508,19,1482,33,8,840283.75,54,0,0
1422,1927,6,1056,11,1,703838.18,54,0,0
1423,1332,4,1347,15,9,712999.61,38,0,0
1424,1998,19,541,7,13,555391.48,44,0,1
1425,1591,1,1208,3,3,421256.9,74,0,0
1426,1158,14,1021,1,7,892671.37,16,0,0
1427,1857,18,595,6,6,92939.14,17,0,0
1428,921,18,1773,29,6,576755.2,49,0,1
1429,1969,10,1520,7,5,672385.27,70,0,1
1430,1283,20,911,12,11,393875.55,42,1,1
1431,1822,14,1735,28,11,40307.03,10,0,1
1432,764,5,887,0,6,295227.76,30,0,0
1433,466,14,1142,2,2,672204.86,10,0,0
1434,1074,5,1019,24,0,804250.66,46,0,1
1435,1193,15,1273,17,6,997784.38,61,0,1
1436,1266,8,452,6,10,299861.05,74,0,0
1437,1636,4,1409,14,12,323333.33,23,0,0
1438,1762,3,760,28,7,141901.44,75,0,0
1439,1160,16,552,29,6,775725.39,47,0,1
1440,293,2,673,16,1,896379.44,27,0,1
1441,866,11,1045,17,4,445224.8,7,0,0
1442,1651,20,531,16,1,253286.73,30,0,0
1443,135,1,206,7,7,13867.9,77,0,0
1444,905,8,468,5,6,765281.24,21,0,0
1445,1855,17,832,22,4,830160.42,27,0,1
1446,1353,12,1624,23,14,669332.34,53,0,1
1447,974,14,1170,17,0,601757.37,30,0,0
1448,210,2,3,22,3,120324.65,24,0,1
1449,1310,15,515,32,14,589012.19,67,0,1
1450,827,12,1360,5,8,942522.2,30,0,0
1451,350,4,1267,30,9,782109.87,18,0,0
1452,1999,11,351,15,3,404548.61,38,0,0
1453,813,3,1698,32,7,121447.84,48,0,0
1454,236,9,522,30,13,281938.28,0,0,1
1455,1460,19,1790,31,2,648613.74,14,0,1
1456,17,6,1098,30,4,831358.73,32,0,1
1457,1481,12,446,29,4,368422.99,79,1,0
1458,1632,14,1654,33,9,527346.74,12,0,0
1459,1314,6,1659,33,7,436738.24,23,0,1
1460,1429,19,1089,20,0,667296.68,9,0,0
1461,585,4,950,8,14,49178.31,49,0,0
1462,816,19,26,21,0,592768.18,22,0,0
1463,1328,6,1785,24,4,255186.55,32,0,0
1464,837,10,758,14,7,353887.85,27,0,0
1465,1969,17,884,33,6,751345.14,59,0,1
1466,1194,9,149,12,9,520120.64,56,0,1
1467,1608,19,1636,32,3,94281.09,45,0,0
1468,729,7,1788,24,14,649858.01,12,0,0
1469,1375,11,236,11,12,831530.8,39,0,0
1470,587,10,1431,6,2,425045.33,52,0,0
1471,1587,6,802,34,2,476133.26,38,0,1
1472,1124,12,559,9,14,242922.27,65,1,0
1473,1662,10,1456,29,10,184671.77,51,0,0
1474,29,19,1619,34,6,412570.71,2,0,0
1475,1278,12,334,26,13,122216.11,73,0,0
1476,385,13,608,29,11,810586.44,74,0,1
1477,963,13,658,32,1,100644.51,73,0,0
1478,534,20,1514,23,6,161682.71,4,0,1
1479,434,18,898,5,5,414043.6,76,0,0
1480,1103,11,1499,4,10,694205.49,21,0,0
1481,1853,20,847,6,1,351821.47,14,0,1
1482,1848,9,93,12,5,475908.75,19,0,0
1483,1921,12,617,25,9,682706.31,62,0,0
1484,85,12,865,27,7,467278.18,69,0,1
1485,182,12,1735,13,0,900799.66,56,0,0
1486,103,19,599,35,1,527360.06,3,0,0
1487,1278,1,1761,11,1,483060.04,3,0,1
1488,1460,10,1010,19,4,341029.11,43,0,1
1489,1535,5,346,18,1,57861.41,18,0,0
1490,1786,7,586,25,0,291837.5,75,0,0
1491,1555,6,370,25,14,907084.05,56,1,1
1492,415,13,158,34,10,130793.56,45,0,1
1493,1559,12,479,24,11,398267.52,32,0,1
1494,1112,5,1065,33,6,147273.91,69,0,1
1495,1171,13,1558,26,7,578248.42,4,0,1
1496,1314,12,935,5,6,893745.38,68,0,1
1497,777,4,1559,29,12,368515.28,59,0,0
1498,931,12,312,10,3,75321.32,23,0,0
1499,1708,15,1690,3,8,807969.94,26,0,1
1500,308,6,1357,30,8,512372.35,51,0,0
1501,1075,13,1625,27,4,309339.33,69,0,1
1502,642,12,916,23,3,776870.22,43,1,0
1503,1952,14,1294,5,2,848071.72,65,0,0
1504,1689,12,1393,24,6,244902.61,49,0,0
1505,903,8,120,17,14,911645.58,56,0,0
1506,943,1,438,17,2,166953.33,62,0,1
1507,968,5,380,7,9,168312.4,36,0,0
1508,1759,2,775,33,1,156411.88,74,0,0
1509,1949,13,1537,11,8,917785.61,76,0,1
1510,6,3,772,28,13,32353.98,77,0,1
1511,1060,7,1818,20,10,828486.57,47,1,0
1512,770,15,1694,3,6,6768.96,10,0,0
1513,1158,19,1147,11,14,873364.77,71,0,0
1514,323,12,227,11,0,201576.1,6,0,0
1515,1374,1,31,3,10,745230.23,62,0,0
1516,1843,16,1618,18,4,483261.68,1,0,0
1517,1706,15,788,15,0,576268.07,40,0,0
1518,1372,2,1630,29,8,423271.25,43,0,0
1519,965,2,568,20,6,656959.13,79,0,0
1520,488,7,1115,25,0,456172.96,73,0,0
1521,1699,15,535,21,0,600008.84,78,0,0
1522,945,15,1301,24,8,825219.4,38,1,0
1523,607,1,715,30,13,550223.01,74,0,1
1524,1123,19,996,13,5,347357.29,41,0,0
1525,1141,13,1589,17,9,297347.89,26,0,1
1526,590,3,1153,17,11,724519.05,70,0,1
1527,690,16,1516,1,9,58844.74,71,0,0
1528,1238,13,897,19,7,427701.33,40,0,1
1529,301,20,1718,5,7,756895.07,27,0,0
1530,1320,12,1345,0,3,858733.26,19,0,0
1531,655,20,55,5,11,16378.92,32,0,0
1532,1288,6,1615,18,12,450849.13,21,0,1
1533,822,20,1632,5,12,868657.6,63,0,1
1534,594,10,126,9,1,993229.94,34,0,1
1535,592,13,1323,13,3,722556.45,10,0,0
1536,1604,7,426,35,2,981927.19,21,0,1
1537,1857,17,518,25,7,441086.65,48,0,0
1538,14,7,849,4,3,183273.11,1,0,0
1539,1664,8,1341,0,5,279066.21,3,0,0
1540,1281,19,980,16,10,568903.48,16,0,1
1541,1103,10,1022,14,8,72958.45,42,0,0
1542,182,8,1144,0,7,752232.79,74,0,0
1543,1702,2,649,26,10,640158.71,14,0,0
1544,1345,13,1760,29,12,790725.4,70,0,1
1545,1315,17,218,1,2,268757.08,12,0,0
1546,553,9,154,22,0,403740.29,17,0,0
1547,562,3,568,23,5,63564.15,73,0,0
1548,1257,12,514,18,9,753401.85,2,1,0
1549,337,20,871,18,6,906249.46,16,0,1
1550,568,15,1005,9,12,156873.29,35,0,1
1551,369,2,1757,5,14,292910.99,9,0,0
1552,855,9,894,1,7,77939.98,71,0,0
1553,1702,13,141,33,9,293413.51,36,0,1
1554,1289,15,225,26,13,355326.67,74,0,0
1555,1855,16,709,26,0,537601.83,25,0,1
1556,109,13,1349,18,9,388394.23,38,0,0
1557,712,12,53,16,8,137294.7,66,0,0
1558,386,6,1291,33,11,531100.42,5,0,1
1559,1253,9,843,31,3,921999.99,50,0,0
1560,1616,14,238,34,0,773632.92,14,0,0
1561,1943,16,1413,9,6,81115.37,29,0,0
1562,141,6,1556,15,11,371848.66,55,0,0
1563,1737,7,903,4,8,217719.3,60,0,0
1564,1331,15,600,10,9,989288.36,74,0,0
1565,1897,3,1298,21,3,861935.8,23,0,1
1566,1112,14,1748,19,8,763242.32,66,0,1
1567,360,17,156,3,0,834918.5,43,0,0
1568,1122,14,230,34,10,167796.68,37,0,1
1569,997,3,522,3,4,468098.95,39,1,1
1570,1842,20,109,11,0,621009.82,23,0,0
1571,1968,17,163,26,2,720226.5,50,0,1
1572,666,13,1014,31,13,414710.16,12,0,1
1573,93,19,56,20,3,353722.48,38,0,1
1574,1043,12,995,31,12,55361.81,28,0,1
1575,1602,18,1018,21,4,721157.93,71,0,1
1576,851,11,384,13,14,486628.81,71,0,1
1577,1228,1,261,17,2,333333.85,71,0,0
1578,619,13,312,1,2,932037.16,48,0,0
1579,306,4,1553,33,9,123162.5,20,0,0
1580,465,10,960,6,12,39576.23,63,1,1
1581,425,10,1586,1,10,422164.37,56,0,0
1582,24,13,994,2,12,95039.3,70,0,0
1583,273,12,966,14,3,584795.14,46,0,1
1584,64,15,1670,14,8,398830.82,45,0,0
1585,1793,1,1609,13,6,355133.93,57,0,0
1586,902,2,129,31,6,650197.57,16,0,1
1587,1285,16,1045,28,14,808842.28,1,0,0
1588,579,1,127,18,6,35428.57,51,0,1
1589,281,1,1301,0,4,735127.13,57,0,0
1590,1233,2,390,8,12,416580.21,8,0,0
1591,111,6,767,14,9,793133.71,8,0,0
1592,1887,13,1544,5,8,456859.82,57,0,0
1593,373,2,818,34,14,950881.87,11,0,1
1594,229,9,537,7,4,631364.78,35,0,0
1595,1184,7,1651,23,5,208600.42,77,0,0
1596,1550,11,845,4,8,373616.36,76,0,0
1597,605,17,1517,21,5,80182.01,52,0,0
1598,600,2,890,0,2,701042.2,55,0,0
1599,79,9,120,2,11,84754.16,62,0,1
1600,1516,19,91,18,13,230627.01,61,0,1
1601,1585,2,210,28,14,931379.99,10,0,1
1602,1932,3,253,2,1,324429.04,31,0,0
1603,273,8,1264,12,13,708678.47,63,0,0
1604,284,10,1456,25,0,657635.61,69,0,1
1605,1320,12,181,25,6,94043.57,54,0,1
1606,155,19,1781,11,13,151670.48,69,0,0
1607,169,7,508,5,1,284133.05,35,0,0
1608,431,3,550,31,3,376933.44,2,0,0
1609,1829,6,615,24,2,762809.45,69,0,0
1610,839,14,642,30,11,111734.6,77,0,1
1611,1613,2,1473,2,12,949073.25,72,0,0
1612,1910,11,1101,24,8,509387.73,21,0,1
1613,286,19,1322,6,4,172998.05,16,0,0
1614,1927,17,298,33,4,111154.27,64,0,0
1615,1390,20,759,12,8,842554.74,34,0,1
1616,74,5,1011,18,14,952828.5,72,0,1
1617,1960,12,207,15,12,922562.47,0,0,0
1618,1203,4,400,35,1,631714.36,12,0,0
1619,808,19,150,14,6,61154.15,39,0,1
1620,1312,20,241,19,12,544211.73,67,0,1
1621,804,14,349,31,12,744868.53,23,0,1
1622,1325,5,699,35,10,395040.4,14,0,1
1623,1817,3,1679,19,12,782025.36,16,0,0
1624,1104,2,1754,1,1,218014.6,28,0,0
1625,1189,3,1695,8,11,356699.65,49,0,0
1626,470,11,1653,20,13,206800.43,10,0,0
1627,1987,16,1804,30,14,599184.12,78,0,1
1628,1983,11,1580,1,10,427657.25,11,0,0
1629,1838,3,1264,2,14,540107.15,3,0,1
1630,71,11,1602,1,13,58647.06,64,0,0
1631,1991,7,434,24,4,962480.91,10,0,0
1632,413,17,1582,6,9,923546.37,41,0,0
1633,961,17,210,19,14,941302.15,57,0,1
1634,1567,8,498,12,14,135784.48,36,0,1
1635,723,19,64,16,14,652523.74,41,0,0
1636,1900,10,1592,31,9,479260.3,58,0,0
1637,1143,11,1526,0,5,793096.47,14,0,0
1638,1611,15,265,3,10,174058.75,49,0,0
1639,283,12,899,6,4,18742.93,54,0,0
1640,1223,12,1469,12,8,80108.48,20,0,0
1641,1950,11,736,25,14,523696.63,43,1,1
1642,97,5,1810,7,5,158737.81,17,0,0
1643,1452,19,293,26,4,944853.01,66,0,1
1644,319,12,646,14,12,135889.18,22,0,1
1645,1229,17,513,7,1,835287.72,75,0,0
1646,694,16,1150,3,11,347167.16,27,1,0
1647,1207,4,604,15,4,79563.75,20,0,0
1648,1872,16,782,30,9,637378.88,21,0,0
1649,354,19,1212,35,13,411751.54,17,0,1
1650,1859,17,314,33,1,998267.51,13,0,0
1651,964,5,1003,9,12,789166.59,31,0,0
1652,898,20,988,32,3,512478.35,70,0,1
1653,712,17,147,11,1,974594.37,4,0,0
1654,1347,2,851,1,9,413594.93,22,0,1
1655,1461,14,1041,11,11,978747.19,3,0,0
1656,76,3,1559,21,6,562764.18,44,0,0
1657,802,1,1603,10,9,610117.93,28,1,1
1658,1467,2,748,4,7,939860.53,4,0,0
1659,1669,17,1538,0,2,66993.76,16,0,0
1660,1004,16,417,7,13,641139.89,11,0,1
1661,1823,12,1534,7,9,129645.4,58,0,0
1662,1930,3,1339,6,8,362184.37,78,0,0
1663,15,16,714,5,6,635701.15,55,0,0
1664,1,8,984,6,13,35939.1,46,0,0
1665,770,20,965,35,10,780835.71,32,0,1
1666,249,18,31,6,14,323369.88,45,0,1
1667,1629,19,440,11,10,959766.13,41,0,1
1668,1132,20,1103,21,0,73721.12,29,0,0
1669,551,5,1738,9,10,514936.67,1,0,1
1670,1585,5,1686,11,7,194343.8,53,0,0
1671,367,19,231,18,0,595339.05,69,0,0
1672,1853,11,1789,17,11,401886.28,50,0,1
1673,1089,9,756,15,3,43849.74,45,0,1
1674,1004,2,619,28,11,81705.46,16,0,1
1675,1443,15,330,23,14,282900.16,0,0,0
1676,398,1,925,35,6,356489.77,18,0,0
1677,1000,4,1645,4,5,24509.65,7,0,0
1678,1399,13,402,22,5,985296.27,51,0,1
1679,769,2,119,11,8,20511.66,62,0,1
1680,305,5,1270,14,11,602888.92,72,0,0
1681,1468,15,1039,35,4,339921.42,7,0,0
1682,1184,17,1678,32,4,509318.22,0,1,1
1683,592,15,480,27,3,685161.91,32,0,0
1684,351,7,996,15,9,22759.78,9,0,1
1685,930,19,91,14,9,881703.17,73,0,0
1686,1478,9,1778,11,12,164745.84,38,0,0
1687,707,16,641,4,5,986836.98,10,0,0
1688,1030,14,759,25,5,53526.24,33,0,1
1689,1132,17,283,33,11,346341.22,19,0,1
1690,1723,3,653,20,12,352412.08,27,0,0
1691,1431,8,1731,8,7,493841.54,59,0,0
1692,75,16,1790,27,5,716548.16,79,0,1
1693,687,12,1024,18,11,586830.06,17,0,1
1694,566,16,1485,27,11,59878.46,0,0,1
1695,500,1,1764,9,7,536839.43,35,0,0
1696,1395,5,1264,25,3,639637.91,10,0,0
1697,153,3,698,14,1,933865.53,15,0,1
1698,1518,17,558,14,7,254621.18,41,0,0
1699,1171,15,370,7,6,504368.5,33,0,1
1700,614,8,790,7,10,660779.67,44,0,0
1701,43,15,493,12,5,596526.78,45,0,0
1702,1733,6,636,25,7,32789.84,15,0,1
1703,1733,4,715,16,6,292790,34,0,0
1704,932,5,506,10,10,422478.11,70,0,0
1705,765,1,1564,20,11,653295.69,53,0,1
1706,555,14,1085,22,14,514127.55,77,0,0
1707,206,17,522,16,10,337764.72,12,0,0
1708,758,13,189,35,0,212716.95,2,0,1
1709,1645,12,1665,23,7,792143.31,21,0,0
1710,628,20,1177,27,4,811343.69,41,0,1
1711,774,2,1465,29,2,591218.53,35,0,0
1712,666,12,1449,8,4,508574.37,14,0,0
1713,399,4,189,31,13,478924.12,5,0,1
1714,1608,14,119,20,9,880674.16,73,0,1
1715,44,20,786,27,3,779359.51,52,0,1
1716,220,2,886,16,1,925453.75,75,0,0
1717,1599,8,917,11,0,351376.71,14,0,0
1718,988,11,939,23,1,963073.44,45,0,0
1719,290,7,880,31,0,955661.9,44,0,0
1720,1897,12,1449,17,14,467239.05,29,0,0
1721,1233,5,574,10,13,530800.51,44,0,1
1722,1572,8,1014,26,8,983770.6,18,0,1
1723,310,3,1797,16,8,724877.12,19,0,0
1724,145,13,663,7,3,356619.3,72,0,0
1725,935,20,688,32,9,471245.43,24,0,1
1726,1686,12,1787,21,6,299994.2,27,0,0
1727,1027,4,1330,6,13,720893.01,62,0,0
1728,790,3,1296,26,2,879830.78,53,0,0
1729,1954,10,137,24,5,901890.65,37,0,0
1730,606,5,590,22,6,957533.91,39,0,1
1731,1981,17,997,9,0,2270.24,54,0,0
1732,1365,10,1065,17,11,764331.24,40,1,1
1733,1438,7,1392,23,8,508818.13,48,1,1
1734,1733,11,547,31,4,890952.38,52,0,0
1735,320,2,136,12,13,356404.19,45,0,0
1736,1617,6,266,9,10,836355.78,52,1,0
1737,1649,20,1068,3,5,614191.99,53,0,0
1738,1928,18,328,0,14,628042.03,28,0,0
1739,957,5,1293,19,1,24568.52,21,0,0
1740,99,11,175,1,11,363562.04,74,0,0
1741,1987,1,1569,29,0,309813.25,24,0,0
1742,955,14,1694,34,10,821051.12,38,0,1
1743,428,16,1039,22,9,854365.83,67,0,1
1744,1461,19,1104,5,7,665561.62,32,0,0
1745,1155,9,20,0,8,970459.74,74,0,1
1746,424,17,292,25,2,328021.38,33,0,0
1747,967,7,1641,12,7,766895.61,35,0,1
1748,725,17,303,33,3,643593.17,20,0,0
1749,838,2,720,32,12,37550.45,77,0,1
1750,1826,10,568,32,13,607337.55,18,0,1
1751,247,20,1511,4,14,223742.08,23,0,0
1752,847,5,61,23,2,307736.45,22,0,0
1753,243,3,844,5,2,336813.54,9,0,1
1754,1946,8,1513,0,1,671682.45,48,0,0
1755,1212,20,1204,17,10,747545.78,78,0,0
1756,1741,1,16,20,8,597918.49,3,0,0
1757,486,15,391,24,11,794147.03,76,0,0
1758,1692,20,290,35,14,378350.34,56,0,1
1759,475,6,1497,9,12,751723.59,14,0,0
1760,64,8,1585,18,11,117138.27,37,0,0
1761,333,4,1777,29,5,407233.18,16,0,1
