Customer_Key,Customer_ID,Age,Gender,Occupation,Income_Bracket,Customer_Segment,Account_Type,Risk_Category,Join_Date,Credit_Score
350,C000350,38,Female,Salaried,Mid,Premium,Current,Low,2017-10-01,828
351,C000351,23,Male,Business Owner,Mid,Retail,NRI,Medium,2017-08-11,832
352,C000352,29,Female,Retired,Mid,Premium,Savings,Medium,2018-03-28,556
353,C000353,57,Female,Business Owner,Mid,Retail,NRI,Low,2022-09-09,731
354,C000354,31,Male,Retired,High,Premium,Savings,Medium,2021-03-06,658
355,C000355,28,Male,Business Owner,Mid,SME,Savings,Low,2013-08-10,755
356,C000356,57,Female,Salaried,Mid,SME,Savings,Low,2020-07-21,783
357,C000357,37,Male,Retired,Low,Premium,Savings,Medium,2020-04-30,736
358,C000358,35,Female,Salaried,Mid,Retail,Savings,Low,2020-03-31,557
359,C000359,37,Female,Self-Employed,Mid,SME,Savings,Low,2014-02-08,602
360,C000360,46,Female,Salaried,Low,Premium,Savings,Medium,2013-09-06,748
361,C000361,62,Male,Salaried,Low,Retail,NRI,High,2017-07-08,686
362,C000362,25,Female,Self-Employed,Mid,Retail,Savings,High,2021-03-02,808
363,C000363,50,Male,Salaried,Mid,Retail,Savings,High,2016-10-21,721
364,C000364,27,Female,Self-Employed,Mid,Retail,Savings,High,2021-12-24,635
365,C000365,22,Female,Self-Employed,Low,Retail,Savings,Low,2022-08-31,595
366,C000366,60,Male,Salaried,Mid,Premium,Current,Low,2014-03-24,735
367,C000367,22,Female,Salaried,Low,Retail,Savings,Medium,2015-10-16,705
368,C000368,61,Female,Self-Employed,Mid,Retail,Current,Low,2015-02-24,558
369,C000369,24,Male,Salaried,Low,Premium,Current,Medium,2015-02-19,664
370,C000370,22,Male,Business Owner,Low,Corporate,Savings,Medium,2019-01-06,703
371,C000371,22,Male,Business Owner,Low,Premium,Savings,Low,2018-01-12,679
372,C000372,60,Male,Student,Mid,Retail,Savings,High,2014-07-29,630
373,C000373,42,Male,Business Owner,Low,SME,Savings,Medium,2017-09-25,839
374,C000374,66,Female,Self-Employed,Mid,SME,Current,Low,2015-01-22,696
375,C000375,51,Male,Business Owner,Mid,Retail,Current,High,2016-02-15,844
376,C000376,53,Male,Salaried,Mid,Retail,Savings,Low,2018-03-10,818
377,C000377,54,Female,Salaried,Mid,Premium,Savings,Low,2015-10-21,682
378,C000378,69,Male,Student,High,Corporate,Savings,Medium,2022-10-22,599
379,C000379,43,Female,Self-Employed,Low,SME,Current,Medium,2023-05-10,572
380,C000380,51,Male,Student,Mid,Corporate,Savings,Medium,2013-11-05,637
381,C000381,67,Male,Student,Low,Premium,Savings,Medium,2017-12-21,661
382,C000382,25,Female,Retired,Low,Premium,Savings,Medium,2022-01-23,660
383,C000383,44,Female,Retired,Mid,Retail,Current,Low,2022-08-30,621
384,C000384,65,Female,Self-Employed,Mid,Retail,NRI,High,2022-08-08,703
385,C000385,46,Female,Salaried,High,Retail,Savings,High,2019-03-05,606
386,C000386,33,Female,Self-Employed,Mid,Premium,Savings,Low,2014-02-06,806
387,C000387,38,Male,Salaried,High,Premium,Salary,Low,2013-07-27,705
388,C000388,36,Male,Business Owner,Low,Premium,Savings,High,2020-04-25,662
389,C000389,31,Female,Business Owner,Low,Retail,Current,High,2019-01-24,596
390,C000390,56,Female,Business Owner,Low,Premium,Savings,High,2022-05-18,787
391,C000391,50,Other,Salaried,Low,Retail,Current,High,2013-03-02,655
392,C000392,33,Male,Salaried,Mid,Retail,Savings,Medium,2023-11-14,736
393,C000393,22,Male,Self-Employed,Mid,Corporate,Salary,Medium,2014-01-18,708
394,C000394,22,Female,Salaried,Low,Premium,Current,Medium,2023-05-23,747
395,C000395,31,Male,Retired,High,SME,Current,Low,2021-06-14,726
396,C000396,39,Female,Salaried,High,Retail,Current,Medium,2022-07-09,810
397,C000397,68,Female,Salaried,Low,Retail,Current,Medium,2015-08-27,836
398,C000398,23,Male,Salaried,Low,Retail,Savings,Medium,2014-11-13,842
399,C000399,29,Female,Business Owner,Low,Retail,NRI,Medium,2017-07-23,692
400,C000400,43,Female,Business Owner,Low,Corporate,Salary,Low,2018-06-13,746
401,C000401,43,Male,Salaried,Low,Premium,Savings,Low,2018-05-26,774
402,C000402,47,Female,Salaried,Mid,Corporate,Salary,Low,2015-05-26,592
403,C000403,47,Male,Self-Employed,Low,Retail,Current,Low,2022-09-12,700
404,C000404,30,Female,Salaried,Mid,Corporate,Savings,Low,2017-07-01,845
405,C000405,42,Male,Business Owner,High,Retail,Savings,High,2023-02-14,612
406,C000406,52,Female,Business Owner,Mid,Corporate,Savings,Low,2013-08-29,679
407,C000407,64,Male,Salaried,High,Retail,Savings,Low,2014-11-06,804
408,C000408,27,Male,Salaried,Low,Retail,Savings,Medium,2017-04-02,763
409,C000409,35,Female,Homemaker,Mid,Premium,Savings,Medium,2013-01-09,622
410,C000410,54,Male,Self-Employed,Mid,SME,Savings,Low,2017-05-19,653
411,C000411,28,Male,Business Owner,Low,Retail,Savings,Medium,2015-12-23,707
412,C000412,45,Female,Salaried,Low,Retail,Salary,Medium,2023-05-24,821
413,C000413,30,Female,Self-Employed,Mid,Corporate,Savings,Low,2021-10-17,787
414,C000414,32,Female,Salaried,Mid,Retail,Savings,Low,2021-10-21,707
415,C000415,44,Female,Self-Employed,Mid,Retail,Savings,High,2018-02-07,658
416,C000416,69,Male,Homemaker,Mid,Retail,Savings,Medium,2016-03-14,558
417,C000417,23,Male,Salaried,Mid,Retail,Current,Medium,2017-09-29,608
418,C000418,36,Male,Salaried,Low,SME,Current,Low,2020-10-24,741
419,C000419,56,Female,Salaried,Mid,Corporate,Current,Low,2023-09-27,685
420,C000420,57,Female,Salaried,Low,Premium,Savings,Medium,2021-03-12,800
421,C000421,49,Female,Salaried,Low,SME,Current,Low,2021-10-14,695
422,C000422,60,Female,Salaried,High,Retail,Savings,Low,2019-03-27,607
423,C000423,65,Male,Student,Mid,Retail,Savings,Medium,2020-06-04,726
424,C000424,25,Male,Self-Employed,Mid,Retail,Savings,Low,2021-01-21,837
425,C000425,31,Male,Salaried,Mid,Retail,Savings,Medium,2018-06-17,794
426,C000426,27,Female,Retired,Mid,Retail,Savings,Medium,2014-09-27,597
427,C000427,51,Male,Salaried,Low,SME,Savings,Low,2015-02-17,649
428,C000428,67,Female,Homemaker,Low,Corporate,Salary,Medium,2016-04-30,762
429,C000429,56,Male,Salaried,Low,Retail,Savings,Low,2015-06-11,714
430,C000430,64,Male,Retired,Mid,Premium,Savings,Medium,2023-11-12,675
431,C000431,31,Male,Business Owner,Mid,Premium,Savings,Low,2013-08-28,670
432,C000432,53,Female,Student,Mid,SME,Current,Low,2019-07-01,637
433,C000433,63,Female,Homemaker,Mid,Corporate,Savings,Medium,2021-04-02,766
434,C000434,63,Male,Salaried,High,Premium,NRI,Low,2019-01-30,610
435,C000435,24,Male,Homemaker,Low,Corporate,Salary,High,2013-09-07,728
436,C000436,47,Female,Salaried,Low,Premium,Savings,Low,2021-05-22,739
437,C000437,36,Male,Salaried,Mid,Premium,Savings,Low,2016-07-08,712
438,C000438,38,Female,Salaried,Mid,Retail,Savings,Medium,2013-08-23,630
439,C000439,48,Female,Self-Employed,High,Retail,Current,Low,2013-07-25,719
440,C000440,39,Male,Salaried,Low,Premium,Savings,Low,2019-07-21,745
441,C000441,40,Male,Self-Employed,High,Retail,Savings,Medium,2018-05-07,752
442,C000442,33,Other,Self-Employed,High,Retail,Savings,Medium,2018-08-22,596
443,C000443,45,Male,Student,Low,Premium,Current,High,2023-04-24,707
444,C000444,26,Male,Student,Mid,Retail,Savings,High,2022-07-25,743
445,C000445,45,Female,Self-Employed,Mid,Premium,Savings,Low,2018-12-16,828
446,C000446,48,Female,Salaried,High,Premium,Current,Medium,2014-10-07,818
447,C000447,69,Other,Salaried,Low,SME,Current,Low,2013-08-21,748
448,C000448,51,Female,Salaried,Mid,Retail,NRI,Medium,2023-10-11,773
449,C000449,36,Male,Salaried,Mid,Retail,Savings,Low,2018-09-12,812
450,C000450,68,Male,Salaried,Mid,Premium,Current,High,2013-11-25,715
451,C000451,59,Female,Salaried,Mid,Corporate,Current,Medium,2022-07-20,729
452,C000452,65,Female,Homemaker,Mid,SME,Savings,High,2015-02-01,741
453,C000453,55,Male,Self-Employed,High,Retail,Current,Medium,2013-10-08,765
454,C000454,48,Female,Salaried,High,Retail,Savings,High,2019-09-04,833
455,C000455,41,Male,Self-Employed,High,SME,Salary,Medium,2013-10-06,656
456,C000456,62,Male,Salaried,Low,Retail,Savings,Low,2020-07-28,647
457,C000457,53,Male,Self-Employed,Mid,Premium,Current,Low,2022-09-01,779
458,C000458,25,Male,Business Owner,Low,Retail,Savings,Low,2015-08-22,806
459,C000459,26,Male,Self-Employed,Mid,Retail,Salary,Low,2017-07-12,592
460,C000460,29,Male,Self-Employed,Mid,Retail,Savings,Medium,2014-05-07,791
461,C000461,43,Male,Homemaker,Mid,Retail,Salary,Medium,2023-07-24,591
462,C000462,63,Female,Retired,Mid,Premium,Salary,Medium,2022-12-26,644
463,C000463,28,Female,Business Owner,High,SME,Savings,High,2019-05-23,803
464,C000464,43,Female,Self-Employed,Low,Retail,NRI,High,2015-10-06,737
465,C000465,67,Female,Business Owner,Mid,Corporate,Salary,Low,2019-06-30,716
466,C000466,51,Male,Salaried,Mid,Retail,Savings,Low,2019-09-02,820
467,C000467,58,Male,Salaried,Low,Premium,Savings,Low,2013-06-12,674
468,C000468,37,Female,Salaried,Low,Retail,Savings,Low,2019-12-12,710
469,C000469,36,Male,Self-Employed,High,SME,Savings,Medium,2013-12-02,636
470,C000470,26,Female,Self-Employed,High,Corporate,Savings,Medium,2017-09-14,775
471,C000471,24,Male,Salaried,High,Premium,Savings,Medium,2020-05-16,694
472,C000472,44,Female,Homemaker,High,Corporate,Savings,High,2019-07-19,797
473,C000473,31,Male,Retired,Low,Premium,Savings,Medium,2019-05-05,555
474,C000474,26,Female,Business Owner,Mid,SME,Savings,Low,2018-11-12,580
475,C000475,44,Female,Self-Employed,Mid,Premium,NRI,Medium,2016-07-19,746
476,C000476,36,Other,Retired,Mid,SME,Current,Low,2023-06-26,781
477,C000477,39,Male,Salaried,Mid,Premium,Savings,Low,2015-12-05,845
478,C000478,46,Female,Student,Mid,Retail,Current,Low,2015-04-17,684
479,C000479,29,Female,Salaried,Mid,Premium,Current,Low,2020-07-06,562
480,C000480,52,Female,Student,Mid,Retail,Salary,Low,2021-01-12,553
481,C000481,42,Female,Salaried,Low,Premium,Savings,Low,2016-07-10,727
482,C000482,23,Female,Retired,Mid,Retail,Savings,Medium,2015-09-05,783
483,C000483,43,Male,Retired,Mid,Premium,Salary,Medium,2015-12-24,808
484,C000484,29,Female,Salaried,Mid,Retail,Salary,Low,2017-06-10,689
485,C000485,44,Female,Self-Employed,Low,Retail,Current,Low,2014-06-21,614
486,C000486,53,Female,Homemaker,Mid,Retail,Current,Medium,2020-07-14,832
487,C000487,29,Male,Self-Employed,Low,SME,Savings,Low,2020-03-28,754
488,C000488,25,Male,Retired,Mid,Retail,Savings,High,2016-05-13,566
489,C000489,51,Female,Self-Employed,Mid,Retail,Savings,Medium,2018-02-16,749
490,C000490,40,Female,Salaried,Mid,Premium,Savings,Low,2016-07-19,581
491,C000491,44,Male,Salaried,Low,Premium,NRI,Low,2023-06-03,761
492,C000492,39,Female,Salaried,Mid,Retail,Savings,Low,2021-06-07,822
493,C000493,50,Male,Student,Mid,Retail,Savings,Low,2023-06-30,839
494,C000494,44,Male,Salaried,Mid,Retail,Salary,Low,2013-10-25,840
495,C000495,54,Male,Self-Employed,Mid,SME,Savings,Medium,2013-02-08,783
496,C000496,68,Male,Self-Employed,Mid,Retail,Salary,Low,2018-02-21,731
497,C000497,39,Female,Self-Employed,Mid,Retail,Salary,Medium,2019-12-20,695
498,C000498,65,Male,Retired,Low,Retail,Current,Medium,2019-04-26,599
499,C000499,54,Female,Homemaker,Low,Retail,Savings,Low,2014-02-14,652
500,C000500,28,Other,Self-Employed,Mid,Corporate,Savings,Low,2013-10-28,582
501,C000501,49,Female,Student,Mid,Retail,Savings,Low,2019-01-12,638
502,C000502,22,Female,Student,Mid,Retail,Savings,Low,2015-05-24,790
503,C000503,60,Male,Self-Employed,Low,Retail,Savings,Medium,2018-09-04,815
504,C000504,55,Female,Homemaker,Low,Retail,Salary,Low,2015-12-23,772
505,C000505,60,Female,Salaried,Mid,Retail,Savings,Medium,2014-06-27,785
506,C000506,40,Male,Salaried,Low,Corporate,Current,Low,2023-06-20,702
507,C000507,52,Female,Retired,Mid,Corporate,Savings,Low,2016-11-30,606
508,C000508,34,Female,Self-Employed,Low,SME,Current,Medium,2022-11-18,661
509,C000509,45,Female,Student,Mid,Corporate,Salary,Medium,2013-10-09,564
510,C000510,26,Female,Retired,High,Premium,Savings,Low,2022-11-11,818
511,C000511,44,Female,Salaried,Low,Retail,Savings,Low,2015-09-28,663
512,C000512,40,Male,Retired,Mid,Corporate,Current,Medium,2017-02-22,801
513,C000513,22,Female,Self-Employed,Low,Corporate,Current,Low,2016-03-13,691
514,C000514,54,Female,Self-Employed,Mid,Corporate,Current,Low,2014-10-09,663
515,C000515,54,Male,Business Owner,Mid,Premium,Savings,Medium,2017-11-30,839
516,C000516,53,Male,Retired,Mid,Retail,Savings,Low,2022-05-09,574
517,C000517,49,Male,Salaried,Mid,Corporate,Salary,Medium,2019-02-04,804
518,C000518,58,Female,Self-Employed,High,Premium,Salary,Medium,2020-11-21,817
519,C000519,62,Other,Business Owner,Low,SME,Savings,Medium,2016-05-24,675
520,C000520,33,Male,Business Owner,Low,Retail,NRI,Medium,2019-11-11,799
521,C000521,30,Female,Business Owner,High,Retail,Savings,Medium,2022-01-19,836
522,C000522,32,Male,Salaried,Mid,Retail,Savings,Medium,2020-05-02,602
523,C000523,54,Female,Salaried,High,Corporate,Savings,High,2018-12-07,592
524,C000524,40,Female,Salaried,Mid,Retail,Savings,Low,2013-02-02,715
525,C000525,63,Female,Student,High,Retail,Savings,Low,2020-06-28,591
526,C000526,55,Male,Salaried,Mid,SME,Savings,Medium,2022-03-01,725
527,C000527,28,Male,Salaried,Mid,Retail,Savings,Medium,2019-03-22,616
528,C000528,52,Male,Homemaker,High,Corporate,Current,Low,2016-05-11,615
529,C000529,23,Male,Salaried,Mid,Retail,Current,High,2023-06-14,632
530,C000530,40,Female,Homemaker,Low,Corporate,Current,Low,2020-06-10,654
531,C000531,59,Female,Business Owner,Low,Premium,Salary,Medium,2014-03-01,836
532,C000532,53,Other,Student,Low,SME,Savings,Medium,2023-07-13,735
533,C000533,31,Other,Salaried,Low,SME,Current,High,2022-11-06,833
534,C000534,62,Female,Salaried,Mid,Retail,Current,Low,2014-07-05,553
535,C000535,29,Female,Business Owner,Mid,Retail,Savings,Medium,2015-12-20,687
536,C000536,47,Female,Student,Mid,Retail,Savings,Low,2014-04-18,728
537,C000537,51,Female,Business Owner,Mid,Premium,Savings,Low,2022-12-24,786
538,C000538,32,Male,Salaried,Mid,Corporate,NRI,Low,2014-03-15,567
539,C000539,62,Male,Student,Low,Retail,Savings,Medium,2021-04-29,558
540,C000540,41,Male,Student,Low,Premium,NRI,Low,2019-03-17,578
541,C000541,41,Female,Business Owner,Low,Retail,Current,Low,2014-09-29,693
542,C000542,30,Female,Student,Mid,Corporate,Current,Medium,2016-01-21,698
543,C000543,29,Male,Student,Low,SME,NRI,Medium,2016-02-29,613
544,C000544,36,Female,Business Owner,Low,Retail,Current,Medium,2019-10-14,736
545,C000545,55,Female,Salaried,Mid,Retail,Savings,High,2015-05-13,776
546,C000546,45,Male,Self-Employed,High,Retail,Savings,Low,2021-01-18,667
547,C000547,54,Male,Salaried,Low,Premium,NRI,High,2016-11-05,803
548,C000548,62,Female,Self-Employed,Mid,Premium,Savings,High,2015-04-14,580
549,C000549,62,Female,Self-Employed,Mid,Retail,Savings,Low,2020-09-16,710
550,C000550,66,Female,Salaried,Mid,Retail,Savings,Low,2020-02-11,764
551,C000551,61,Female,Salaried,High,Retail,Salary,Low,2022-07-26,718
552,C000552,48,Female,Salaried,Low,Premium,Savings,Low,2015-12-18,630
553,C000553,42,Female,Student,Low,Premium,Current,Medium,2018-09-02,595
554,C000554,26,Female,Retired,High,Retail,Savings,Medium,2018-06-25,598
555,C000555,56,Female,Salaried,Mid,Corporate,Savings,Medium,2015-10-26,847
556,C000556,42,Male,Homemaker,Mid,Premium,Current,Medium,2023-02-26,832
557,C000557,25,Male,Self-Employed,Mid,Retail,Savings,Low,2023-03-09,637
558,C000558,69,Male,Salaried,Mid,Retail,Current,High,2022-06-28,670
559,C000559,37,Female,Salaried,High,Corporate,Current,Low,2013-07-28,552
560,C000560,52,Female,Self-Employed,High,SME,NRI,High,2014-01-14,776
561,C000561,47,Female,Student,Mid,Retail,Savings,Low,2020-02-12,628
562,C000562,56,Male,Business Owner,Low,Retail,NRI,High,2017-10-01,694
563,C000563,27,Male,Salaried,High,Retail,Current,Low,2022-04-21,791
564,C000564,54,Male,Salaried,Low,Premium,NRI,Low,2016-02-08,581
565,C000565,42,Male,Self-Employed,Low,Retail,Savings,Low,2013-06-30,812
566,C000566,37,Female,Salaried,High,Retail,Savings,Medium,2013-01-15,760
567,C000567,68,Male,Salaried,Low,Premium,Salary,High,2016-09-28,620
568,C000568,60,Male,Salaried,Low,Premium,NRI,Low,2021-08-25,746
569,C000569,55,Female,Student,Low,Retail,Savings,High,2014-06-20,607
570,C000570,63,Male,Retired,High,Retail,Savings,Medium,2020-02-23,661
571,C000571,36,Male,Self-Employed,Mid,Premium,Savings,Medium,2023-12-28,597
572,C000572,27,Female,Retired,Mid,Retail,Savings,Medium,2015-12-09,734
573,C000573,23,Male,Salaried,Low,Retail,Savings,Low,2014-10-24,714
574,C000574,45,Female,Self-Employed,Mid,Corporate,Savings,Low,2021-04-25,764
575,C000575,49,Female,Salaried,Mid,Retail,NRI,High,2017-12-15,670
576,C000576,22,Female,Business Owner,Mid,Premium,Savings,High,2019-03-10,762
577,C000577,22,Male,Homemaker,Mid,SME,Current,High,2020-11-30,590
578,C000578,49,Female,Business Owner,Low,Retail,Savings,High,2017-10-18,838
579,C000579,57,Male,Salaried,High,Retail,Savings,Low,2019-04-17,717
580,C000580,41,Male,Business Owner,Mid,Premium,Savings,Medium,2013-02-09,583
581,C000581,69,Male,Salaried,High,Corporate,Savings,Low,2014-04-04,824
582,C000582,29,Other,Retired,Mid,SME,Current,High,2013-11-05,746
583,C000583,22,Male,Self-Employed,Mid,Premium,NRI,Low,2023-08-07,740
584,C000584,47,Male,Self-Employed,Mid,Retail,Savings,Medium,2022-11-27,770
585,C000585,64,Female,Self-Employed,Mid,Premium,Savings,Medium,2020-10-01,559
586,C000586,46,Male,Business Owner,High,Retail,Savings,Low,2023-02-20,669
587,C000587,31,Male,Salaried,Mid,Retail,NRI,Low,2014-09-03,672
588,C000588,33,Male,Business Owner,Low,Retail,Current,High,2019-02-13,796
589,C000589,62,Male,Salaried,Mid,Retail,Savings,Medium,2013-05-28,770
590,C000590,28,Male,Business Owner,Mid,Corporate,Current,Low,2022-05-12,810
591,C000591,33,Male,Student,Mid,Retail,NRI,Medium,2017-02-21,607
592,C000592,68,Female,Student,Low,Retail,Savings,Medium,2019-07-14,677
593,C000593,61,Male,Self-Employed,Mid,Retail,Savings,Low,2019-03-14,736
594,C000594,38,Male,Self-Employed,Mid,Corporate,Salary,Low,2014-08-30,754
595,C000595,26,Female,Salaried,Mid,Premium,Current,High,2017-10-27,635
596,C000596,35,Male,Student,Mid,Retail,Savings,Medium,2014-06-07,653
597,C000597,55,Female,Salaried,Mid,Retail,Savings,Medium,2013-06-21,692
598,C000598,69,Male,Self-Employed,Low,Retail,Savings,Medium,2016-06-16,754
599,C000599,38,Male,Salaried,Mid,SME,Savings,Low,2017-02-02,678
600,C000600,56,Male,Salaried,Low,Premium,Current,Low,2023-01-31,795
601,C000601,22,Male,Business Owner,Low,Premium,Savings,Low,2023-06-19,587
602,C000602,57,Male,Salaried,Mid,Premium,Current,Low,2021-12-05,658
603,C000603,36,Male,Business Owner,High,Retail,NRI,Medium,2023-11-27,601
604,C000604,40,Male,Salaried,Mid,Corporate,Savings,High,2022-08-27,550
605,C000605,63,Male,Salaried,Mid,Premium,Savings,Low,2013-06-13,560
606,C000606,26,Male,Self-Employed,High,Retail,Savings,Low,2023-01-30,784
607,C000607,40,Male,Salaried,High,Retail,Current,Medium,2017-01-05,677
608,C000608,64,Male,Salaried,Low,Premium,Savings,High,2015-05-11,763
609,C000609,60,Male,Business Owner,High,SME,Current,Medium,2020-08-25,792
610,C000610,26,Female,Salaried,Mid,Retail,NRI,High,2015-10-20,593
611,C000611,33,Male,Student,Mid,Corporate,Savings,Medium,2020-06-24,555
612,C000612,40,Female,Salaried,Low,Corporate,Salary,Medium,2014-02-26,705
613,C000613,68,Female,Salaried,Mid,Retail,Salary,Low,2016-12-19,557
614,C000614,33,Male,Business Owner,Low,Retail,Savings,Low,2021-10-01,554
615,C000615,57,Female,Salaried,Low,Retail,Savings,Low,2019-04-13,731
616,C000616,33,Female,Salaried,Mid,Premium,Salary,Medium,2022-12-01,661
617,C000617,39,Male,Salaried,High,Retail,Salary,High,2022-10-23,822
618,C000618,69,Male,Salaried,High,Retail,Savings,High,2017-07-23,814
619,C000619,64,Female,Student,Mid,Premium,Savings,Low,2023-12-03,761
620,C000620,55,Female,Salaried,High,Premium,Savings,Low,2019-12-18,627
621,C000621,69,Male,Student,High,Retail,Salary,Low,2021-05-28,819
622,C000622,54,Male,Retired,Mid,Retail,Savings,Low,2014-09-26,703
623,C000623,39,Male,Self-Employed,Low,Retail,Savings,Medium,2023-05-20,770
624,C000624,50,Male,Retired,Mid,Premium,NRI,High,2023-06-06,574
625,C000625,66,Female,Salaried,High,Corporate,Savings,High,2015-08-28,757
626,C000626,26,Male,Homemaker,Mid,Retail,Current,Medium,2022-09-12,552
627,C000627,46,Male,Salaried,Mid,Corporate,Savings,Medium,2014-10-28,764
628,C000628,45,Female,Business Owner,Mid,Premium,NRI,Medium,2023-12-13,661
629,C000629,50,Male,Self-Employed,Mid,Premium,Savings,Low,2021-12-21,741
630,C000630,59,Male,Salaried,Mid,Premium,Current,Medium,2022-02-03,596
631,C000631,54,Female,Business Owner,Low,Retail,Current,Medium,2014-12-27,770
632,C000632,31,Female,Business Owner,Mid,Retail,Savings,Medium,2022-11-20,736
633,C000633,58,Male,Salaried,High,Premium,Savings,Low,2017-08-16,599
634,C000634,54,Female,Salaried,High,Premium,Savings,Low,2013-04-12,746
635,C000635,44,Male,Business Owner,Low,Premium,Savings,Low,2015-01-05,765
636,C000636,32,Male,Business Owner,High,Retail,NRI,High,2021-04-05,770
637,C000637,45,Female,Homemaker,Mid,SME,NRI,Low,2023-05-15,639
638,C000638,45,Male,Student,Mid,Premium,Savings,Medium,2016-09-22,781
639,C000639,28,Male,Homemaker,Mid,Retail,Current,Medium,2021-10-10,807
640,C000640,42,Male,Business Owner,High,Retail,Current,Low,2023-06-10,702
641,C000641,41,Male,Salaried,High,Corporate,NRI,Medium,2017-08-14,805
642,C000642,31,Male,Salaried,Mid,Corporate,Savings,High,2021-12-30,807
643,C000643,46,Male,Student,High,Retail,Savings,Low,2020-07-06,614
644,C000644,68,Male,Business Owner,Low,Corporate,Savings,High,2022-09-10,739
645,C000645,57,Male,Salaried,Mid,Retail,Savings,Low,2021-03-30,640
646,C000646,69,Female,Salaried,Mid,Retail,Savings,Low,2022-02-03,722
647,C000647,68,Female,Homemaker,Mid,Corporate,Savings,High,2015-10-14,796
648,C000648,36,Female,Self-Employed,Low,Corporate,Savings,Medium,2015-12-29,805
649,C000649,65,Female,Self-Employed,High,Premium,Current,High,2014-10-15,665
650,C000650,61,Male,Self-Employed,Low,Corporate,Savings,Medium,2021-10-31,598
651,C000651,61,Male,Salaried,Low,Retail,Savings,High,2020-11-12,776
652,C000652,27,Female,Salaried,Mid,Corporate,Savings,Medium,2014-03-19,618
653,C000653,58,Female,Salaried,Mid,Retail,Savings,Medium,2017-04-16,675
654,C000654,23,Female,Salaried,High,Retail,Current,Medium,2022-10-13,762
655,C000655,33,Male,Student,Mid,Retail,Savings,Low,2013-06-08,602
656,C000656,25,Male,Self-Employed,Low,Retail,Savings,High,2022-08-18,661
657,C000657,44,Male,Student,High,Retail,Savings,Low,2018-04-12,708
658,C000658,34,Male,Retired,Mid,Retail,Savings,Medium,2015-07-01,789
659,C000659,38,Female,Salaried,Low,Retail,Savings,Low,2015-03-29,699
660,C000660,52,Female,Business Owner,Mid,Retail,NRI,Medium,2022-02-27,688
661,C000661,37,Male,Self-Employed,Mid,Premium,Savings,Low,2023-04-20,662
662,C000662,62,Other,Retired,Mid,Retail,Savings,Low,2018-03-01,692
663,C000663,47,Female,Salaried,Mid,Retail,Savings,High,2016-12-03,687
664,C000664,49,Male,Business Owner,High,Premium,Savings,Low,2016-06-04,580
665,C000665,22,Male,Business Owner,High,Corporate,Current,Medium,2022-03-15,842
666,C000666,68,Male,Salaried,Mid,Corporate,Current,Low,2021-12-02,657
667,C000667,33,Male,Salaried,Low,Retail,Current,Low,2022-10-09,833
668,C000668,58,Male,Business Owner,High,Premium,Savings,Low,2015-07-22,708
669,C000669,41,Male,Business Owner,Mid,Retail,Savings,Medium,2015-07-03,563
670,C000670,23,Male,Salaried,Mid,Retail,NRI,Low,2013-04-07,671
671,C000671,57,Male,Business Owner,Mid,Retail,Salary,High,2020-05-27,764
672,C000672,36,Female,Salaried,High,Corporate,Savings,Low,2015-03-03,821
673,C000673,59,Male,Business Owner,Mid,Retail,Savings,Low,2017-06-21,574
674,C000674,43,Female,Salaried,Low,Retail,Savings,Low,2016-09-06,843
675,C000675,65,Male,Retired,Mid,Retail,Savings,Low,2016-02-16,718
676,C000676,53,Other,Salaried,High,Corporate,Savings,Medium,2022-09-11,652
677,C000677,41,Male,Salaried,Low,Premium,Savings,High,2013-10-12,589
678,C000678,57,Male,Salaried,High,Retail,Current,Medium,2023-11-05,784
679,C000679,54,Female,Salaried,Mid,Premium,Savings,Low,2021-09-03,638
680,C000680,36,Female,Self-Employed,Mid,Premium,Savings,Low,2016-02-18,649
681,C000681,67,Female,Salaried,Low,Premium,Savings,Low,2016-12-09,693
682,C000682,24,Male,Student,Low,Retail,NRI,High,2020-03-12,631
683,C000683,50,Male,Salaried,High,Corporate,Savings,Low,2018-09-18,626
684,C000684,68,Female,Salaried,Low,Retail,Current,Medium,2017-06-26,608
685,C000685,48,Female,Salaried,Mid,Premium,Savings,Low,2020-08-15,778
686,C000686,26,Female,Salaried,Mid,Retail,Current,Low,2022-06-18,640
687,C000687,52,Female,Salaried,Low,Retail,Savings,Low,2019-01-06,550
688,C000688,43,Male,Self-Employed,Low,Retail,Savings,Low,2016-09-18,818
689,C000689,56,Female,Self-Employed,Mid,Premium,Savings,Medium,2023-07-15,835
690,C000690,28,Male,Self-Employed,High,Retail,Savings,Low,2013-04-24,746
691,C000691,27,Male,Self-Employed,Mid,Corporate,Savings,Medium,2014-04-18,823
692,C000692,47,Male,Self-Employed,Mid,Retail,Current,Low,2022-11-02,627
693,C000693,22,Male,Salaried,Mid,Premium,Savings,High,2023-11-19,690
694,C000694,40,Male,Self-Employed,Mid,Corporate,Savings,Low,2015-12-06,837
695,C000695,28,Male,Homemaker,Mid,Premium,Savings,High,2015-01-02,620
696,C000696,57,Female,Self-Employed,High,Premium,Current,Medium,2019-07-07,599
697,C000697,33,Male,Business Owner,Mid,Premium,Salary,High,2023-10-18,629
698,C000698,41,Female,Salaried,Mid,Retail,Current,Low,2015-12-24,784
699,C000699,44,Male,Student,Low,Corporate,Savings,Medium,2013-06-06,836
700,C000700,46,Male,Student,High,Retail,Current,Low,2014-03-21,704
