Performance_ID,Date_Key,Branch_Key,Customer_Key,Employee_Key,Product_Key,Transaction_Count,Transaction_Amount,Customer_Attrition_Flag,Employee_Customer_Ratio,Avg_Service_Time,Customer_Satisfaction_Score,Revenue_Generated,Operating_Cost
4261,1779,10,1142,418,11,441,2164834.32,0,0.4927,4.8,4.5,113012.66,55136.3
4262,383,6,1163,214,15,300,295228.7,0,0.1937,33.3,3.1,10288.38,5671.71
4263,1574,20,903,428,2,175,447454.87,0,0.1496,11.5,4.6,21051.08,13917.75
4264,917,20,1327,490,14,456,1922925.78,0,0.3441,10.2,4.3,106284.48,74752.15
4265,392,20,752,221,11,221,579410.32,0,0.4262,34.5,3.5,21182.19,11670.13
4266,889,11,1672,382,11,368,1990980.84,0,0.0431,43,3.3,61558.93,41950.52
4267,1625,8,1541,495,3,421,1067868.5,0,0.0504,18.6,3.2,12312.06,7955.92
4268,540,20,1233,453,9,37,1750805.64,0,0.3032,54.7,1.7,81792.23,52456.01
4269,1116,1,87,449,12,329,1896851.62,0,0.0913,26.4,3.8,79804.58,39855.29
4270,566,6,1986,104,13,429,3971795.13,0,0.3257,23.2,4.2,174687.48,102688.64
4271,1183,8,859,181,9,158,3428468.81,0,0.296,35.4,3.8,133762.3,75434.24
4272,884,14,319,473,6,143,4074701.79,0,0.4067,47.5,2.9,113074.9,78450.62
4273,228,3,1813,498,7,232,1825069.24,0,0.4047,6.6,4.9,95373.88,71005.98
4274,473,2,967,127,5,460,4129346.24,0,0.4212,51.2,2.9,182932.65,105442.53
4275,372,1,887,198,7,372,4748316.25,0,0.4691,31,3.8,133839.58,78872.73
4276,1400,11,633,343,6,381,1387908.03,0,0.3074,32.2,3.9,68354.22,39613.11
4277,1577,6,1269,33,5,489,3593767.47,0,0.098,50.2,2.6,212324.92,150479.2
4278,37,8,1894,334,3,411,288759.88,0,0.4599,34.4,3,8452.05,4225.79
4279,1661,7,1114,234,14,303,2605710.55,0,0.4984,27.9,3.4,155685.8,85894.19
4280,691,6,1502,36,2,47,782543.29,0,0.0481,50,2.9,34185.62,20812.62
4281,844,18,652,18,5,415,4164965.52,0,0.3129,58,2.4,116318.66,91857.19
4282,1061,12,1136,375,14,205,2072021.21,0,0.2059,45.5,2.5,90395.1,61413.1
4283,101,8,1931,307,8,271,3021935.7,0,0.1728,55.1,2.5,78311.85,56360.85
4284,1567,19,950,441,14,182,2911351.84,0,0.3916,47.1,3.5,98505.58,50238.38
4285,1214,5,1418,232,5,197,522302.16,0,0.1717,47.8,3.2,29642.98,18612.02
4286,1536,19,1911,428,3,298,501614.61,0,0.1003,14.8,4.2,14075.74,7175.02
4287,658,9,240,266,10,119,2858063.61,1,0.144,55.8,2.6,149981.67,71311.9
4288,90,12,1296,493,15,62,1575589.92,0,0.2826,8.6,4.8,17143.63,7989.31
4289,1030,15,143,295,3,281,557944.39,0,0.1495,32.8,3.2,12192.89,8176.52
4290,905,13,954,440,15,12,1550703.05,1,0.1943,2.7,4.8,43623.31,22109.81
4291,1163,13,1743,49,5,497,954057.08,0,0.3002,23.2,4.4,43904.52,28503.37
4292,95,5,119,58,14,265,199268.74,0,0.3553,41.8,3.5,10943.88,4628.94
4293,1655,2,596,332,9,125,1899793.74,0,0.0629,4,5,64826.64,23108.77
4294,632,19,1924,358,15,346,3404033.83,0,0.2234,6.2,4.7,177616.04,106536.68
4295,1410,8,1275,151,14,293,567109.25,0,0.3658,33,3.4,21937.88,12917.52
4296,123,14,1302,135,15,137,2926096.12,0,0.1841,5.4,4.4,113385.01,73493.17
4297,1309,6,163,301,8,197,759090.66,0,0.386,19.7,4,43178.3,25538.1
4298,366,7,654,366,7,183,342840.44,0,0.191,46.1,3.2,7533.44,3016.92
4299,691,14,350,345,5,302,462028.65,0,0.3869,20.5,3.7,22311.97,14364.63
4300,1514,6,31,311,9,455,1049823.51,0,0.4792,25,3.9,16981.46,13146.24
4301,325,16,458,124,12,425,2328583.9,0,0.267,46.6,3.3,128226.16,85823.36
4302,407,4,1862,183,2,95,2223050.09,1,0.2569,10.6,4,82428.9,52112.5
4303,996,7,91,205,6,236,2382778.87,0,0.2577,50.5,2.5,61409.13,36811.16
4304,519,16,128,422,7,101,1880025.02,0,0.4776,2.6,5,18616.78,6644.85
4305,896,4,779,147,7,7,4401020.1,0,0.1049,15.7,4.7,149253.64,116827.69
4306,1663,7,1572,109,12,389,4423035.82,0,0.3779,25.5,3,264269.23,207213.21
4307,77,2,970,150,11,436,3289866.76,1,0.3542,14.4,4.1,26707.33,17986.48
4308,234,8,848,233,13,125,1620907.36,0,0.3272,50.3,2.5,63650.09,44789.82
4309,830,10,792,267,4,209,925939.86,0,0.3775,55.9,2.7,8667.73,6458.64
4310,586,2,1749,490,2,203,3488961.55,0,0.1801,18.8,4.1,164566.74,124805.85
4311,484,6,509,131,1,165,4982704.68,0,0.4662,9.4,4.8,99458.2,51555.84
4312,1488,4,936,147,1,316,4096823.91,0,0.4567,48.9,3,59795.64,42504.76
4313,271,1,745,91,3,292,1639628.22,0,0.1383,59.7,3.1,22109.66,9987.39
4314,939,6,740,391,7,475,959940.33,0,0.2717,36.9,3.9,45446.25,22438.4
4315,1491,12,1905,375,11,1,4088395.44,0,0.1774,59.1,3,36064.48,18762.09
4316,469,14,1834,485,5,129,2011791.69,0,0.4017,3.3,4.4,59973.91,39990.46
4317,632,15,237,219,7,206,2925263.36,0,0.4531,46.9,3.8,81856.26,58418.24
4318,547,18,1557,495,12,444,213481.26,0,0.2814,31.2,3.6,7929.4,3809.49
4319,719,17,1632,34,13,476,4032108.15,0,0.1807,25,3.8,238236.2,174093.43
4320,1008,9,1013,11,9,297,1012092.81,0,0.3334,35.9,3.5,23464.6,12927.59
4321,270,15,977,486,8,449,3817805.65,0,0.0969,16,4.6,196506.64,82006.64
4322,605,18,1023,261,1,392,3301873.67,0,0.2692,29.5,4.5,189959.51,80330.9
4323,965,18,1075,500,14,493,2063066.57,1,0.3866,31.2,4,32478.67,18461.07
4324,378,5,1873,71,4,41,2668029.87,1,0.1535,46.1,3.1,99047.46,77878.98
4325,177,16,1847,164,5,431,2688614.85,0,0.2142,34.5,2.8,54861.51,35120.61
4326,274,9,469,261,7,379,1127019.58,0,0.3375,34.2,3.8,58745.45,34867.01
4327,1715,3,1916,184,11,363,647090.4,0,0.481,4,5,29062,14446.17
4328,1665,12,388,133,8,346,4050608.83,0,0.0673,50.9,2.8,189862.63,89424.27
4329,637,14,1086,283,8,420,3450766.16,0,0.1031,27.7,4.1,155396.67,85339.12
4330,27,1,1367,349,4,93,3107184.68,0,0.0901,52.9,2.6,174319.94,110376.45
4331,576,9,1177,411,14,104,1392517,0,0.1337,51.2,2.6,58451.67,29350.16
4332,60,9,736,416,11,365,2011127.43,0,0.0585,36.3,3.7,108406.99,47114.54
4333,731,20,1990,345,7,241,737181.35,0,0.2002,2.7,5,29359.89,10493.66
4334,1241,13,654,234,12,260,3772318.4,0,0.1619,27,3.3,87728.89,34356.81
4335,1705,8,41,370,11,170,76293.61,0,0.1231,17.3,4.2,1400.39,750.76
4336,661,11,1510,354,2,258,15396.86,0,0.151,11.9,4.6,384.88,285.69
4337,270,14,953,15,9,250,2605271.55,0,0.3325,33,3.4,108172.09,45344.52
4338,1140,16,1702,105,6,478,1721822.31,0,0.3538,23.3,4.2,30583.42,10854.74
4339,245,11,1726,354,4,303,720074.74,0,0.4664,44.9,3.9,41726.32,21571.5
4340,660,19,809,483,6,404,3615500.84,0,0.1288,16.3,4.6,196151.4,120311.78
4341,1628,10,1581,438,15,30,4660441.08,0,0.0775,34.2,3.8,205710.81,104762.98
4342,85,8,1744,20,7,82,1404081.49,0,0.0575,31.3,3.2,82680.91,42707.95
4343,1623,11,382,248,10,286,3013704.99,0,0.2618,25.7,4.5,48628.01,23706.85
4344,907,8,96,472,8,366,3724525.49,0,0.3336,52,2.9,145181.16,81562.36
4345,1656,20,912,162,4,355,3079406.54,0,0.1426,37.1,3,89905.32,59888.13
4346,1474,10,787,127,9,257,1915472.07,0,0.3429,46.7,3.4,81027.47,59676.04
4347,536,17,293,34,6,314,2778560.99,0,0.1181,49,3.6,150918.31,87056.02
4348,89,11,1259,115,1,323,3623276.55,0,0.1345,10.6,4.2,120672.12,68593.39
4349,549,12,341,430,3,23,4716024.46,0,0.3422,6.3,4.9,69535.55,47473.89
4350,854,10,719,219,14,429,3861969.48,0,0.4786,6.9,4.8,63877.43,27848.84
4351,895,20,957,242,1,232,1576053.75,0,0.4545,28.4,3.1,62599.64,37361.91
4352,507,17,538,21,6,406,3359478.41,0,0.0427,24.4,3.2,57377.87,39851.48
4353,408,3,1374,225,6,305,4581203.46,0,0.4912,57.1,1.9,95747.24,35412.35
4354,1295,7,872,167,7,375,2595372.54,0,0.2013,26.8,3.5,105188.99,49057.76
4355,524,3,1231,296,1,253,478855.32,0,0.2905,10.5,4.4,4638.85,2472.77
4356,1518,17,960,172,1,432,3206221.35,0,0.1923,11.5,4.3,165581.41,68737.58
4357,607,8,1515,164,5,63,3025259.25,0,0.4175,21.6,3.9,170505.39,106818.66
4358,1003,19,381,311,5,304,673028.27,0,0.346,51.3,2.9,26538.44,15465.42
4359,448,14,1165,217,1,44,1198577.62,0,0.4423,42,3,55389.15,21533.94
4360,543,5,859,199,7,51,3359925.36,0,0.1297,46.6,2.6,85666.99,61924.34
4361,949,19,599,50,14,190,4868308.13,0,0.331,20.2,4.5,215486.94,127934.6
4362,350,13,930,498,7,240,869727.98,0,0.2799,31.1,3.3,19732.23,11719.14
4363,1769,18,1915,442,6,207,3070810.8,0,0.3068,54.1,2.8,56620.35,37332.88
4364,852,11,1634,330,13,381,2369778.82,0,0.2017,41.2,3.2,135379.76,96813.41
4365,328,12,1047,330,7,41,1699059.33,1,0.033,42.7,3.9,90141.72,48659.82
4366,1310,8,762,294,12,464,4571106.78,0,0.3612,10.4,4.9,190486.2,112869.2
4367,1059,12,364,280,6,155,4686289.14,0,0.3657,39.2,3.3,97406.34,34628.38
4368,1557,1,1786,364,10,480,817427.61,0,0.4389,38.6,3.9,38590.63,18491.35
4369,623,18,1172,458,2,98,3531873.89,0,0.4824,46.4,3.1,197851.66,69523.7
4370,488,2,566,59,5,57,3870466.69,0,0.1236,40.7,3,143529.67,68028.55
4371,487,12,969,173,7,170,4616381.86,0,0.062,42.9,3,259828.52,157135.8
4372,145,19,1978,154,2,268,366609.19,0,0.3989,48.8,3.1,14934.78,7907.22
4373,1548,7,827,222,5,466,4659656.48,0,0.443,45.8,2.9,261234.85,129562.68
4374,756,7,1940,219,3,338,1232544.9,0,0.1105,41.7,3.4,38652.7,28708.17
4375,146,1,1575,492,14,60,4291199.74,0,0.0813,26.2,3.4,155801.83,94876.64
4376,1021,18,505,83,9,64,4141181.12,0,0.4289,9.1,4.5,245561.22,119227.94
4377,1775,8,1870,449,10,260,3968256.61,0,0.4895,20.4,5,160148.81,86145.15
4378,1527,10,218,481,1,482,1469493.06,0,0.2217,42.6,3.2,49880.49,24718.06
4379,1628,1,1883,267,7,423,3798876.6,0,0.4553,59.1,3.2,36629.97,14958.27
4380,828,15,482,434,10,403,1309828.49,0,0.3926,14,4.9,39511.06,19617.64
4381,627,15,1440,128,4,363,1549498.52,0,0.1661,10.8,4.6,14582.39,10006.97
4382,1551,4,937,186,12,190,4085980.31,0,0.1038,30.2,3.9,55993.29,30627.99
4383,1296,10,749,374,5,429,2922035.55,0,0.1216,48.6,2.4,68784.37,27487.89
4384,534,8,1349,418,1,61,1507550.34,0,0.2773,5.7,5,25881.81,17962.57
4385,630,14,836,230,5,244,3498134.44,0,0.2168,51.8,2.9,102480.99,44449.81
4386,881,13,1879,272,11,415,4288215.6,0,0.4805,12.2,4.3,179085.47,111586.83
4387,1119,17,1813,443,8,177,2788394.77,0,0.2252,33.6,3.2,65765.5,23767.33
4388,1471,7,1761,1,13,159,1094247.65,0,0.0757,36.2,3.7,36715.13,21966.41
4389,415,6,489,297,14,42,2899163.59,0,0.0862,21.8,3.9,152775.16,55428.12
4390,257,9,1432,412,15,432,2928319.89,0,0.4557,32.2,3.1,157205.77,92866.14
4391,1286,20,1168,15,6,20,3154887.67,0,0.2735,24.8,4.1,137032.81,102778.15
4392,87,20,800,80,13,112,3904113.66,0,0.4744,55.5,2.5,168593.2,84250.53
4393,905,8,211,174,13,212,4904125.43,0,0.4766,3.4,5,173027.65,100609.74
4394,1460,14,666,32,2,96,550532.32,0,0.4825,52.4,2.8,27075.81,18317.82
4395,570,20,259,39,2,20,958947.98,0,0.4631,6.5,4.5,21619.74,15284.37
4396,742,3,1251,193,11,16,4074988.27,0,0.4473,33.6,4.2,237348.8,131007.61
4397,108,13,1618,240,9,57,2645181.03,1,0.3218,59.9,2.4,54677.11,28046.57
4398,1043,9,1913,73,12,275,3728364.54,0,0.4773,14,4.4,182226.21,111286.82
4399,1389,9,372,93,15,223,2080562.04,1,0.4039,26.8,4,102339.78,48660.29
4400,1677,11,1415,89,1,13,4194434.08,0,0.3502,28.1,3.6,209425.57,149526.36
4401,1403,6,992,459,12,247,2106422.08,0,0.4503,41.1,3.8,81722.44,61506.36
4402,160,12,88,254,2,20,4733492.1,1,0.4101,20.1,4.8,45666.23,19715.45
4403,100,4,400,234,8,363,1955796.08,0,0.2092,49.8,2.6,84366.16,54269.59
4404,265,4,309,139,15,332,1407706.75,0,0.1615,14.2,4.9,33725.88,25175.28
4405,1774,17,4,198,13,433,511027.24,0,0.1009,59.8,3.2,30504.58,18921.99
4406,750,7,1197,290,6,239,4242667.35,0,0.4768,50.8,2.8,96485.35,41744.07
4407,1073,6,1568,306,3,410,4746865.34,0,0.0703,4,4.7,117400.77,53715.03
4408,677,20,1770,172,15,35,4471557.79,0,0.3921,42.6,3.2,99463.3,44542.12
4409,799,8,226,14,3,169,3799994.63,0,0.2116,10.8,4.3,160063.61,75102.42
4410,1439,7,339,328,14,394,2162001.73,0,0.2492,49.2,2.9,55243.17,38072.64
4411,1083,8,1230,153,11,332,1540670.18,0,0.0869,24,3.7,70003.75,47061.43
4412,183,9,1126,196,9,280,1423554.81,0,0.0858,16.8,5,36892.9,22052.9
4413,659,1,58,178,2,201,3798056.08,0,0.1951,7.4,4.4,214747.3,88572.67
4414,1471,3,1805,95,15,325,1724986.11,1,0.3652,17.8,4.8,37080.46,21825.84
4415,1325,18,1174,341,10,159,3925807.78,0,0.156,5.3,4.4,90945.83,32516.06
4416,608,19,1276,237,5,438,4911408.72,0,0.3573,59.4,3,148877.48,56451.94
4417,1579,11,1503,416,7,314,945030.52,0,0.4984,17.3,3.6,54624.46,19462.17
4418,1378,16,556,311,6,98,571446.85,0,0.2296,19.5,3.7,8272.38,6023.73
4419,1793,18,1452,78,14,316,598160.66,0,0.4697,22.5,3.9,20111.16,11921
4420,1237,6,1566,244,1,365,295930.11,0,0.0673,26.6,3.5,9735.38,7305.58
4421,1213,2,919,220,13,11,3454943.78,0,0.1773,21.3,3.5,160297.98,103216.72
4422,643,4,524,409,12,73,2965322.29,0,0.3115,35.8,3.6,75050.6,52907.08
4423,347,5,1515,220,10,214,2822823.43,0,0.131,37.4,3.1,70835.17,26830.68
4424,812,14,526,207,3,40,2908472.52,0,0.2054,4.6,4.9,94404.46,67774.91
4425,801,1,1316,436,15,439,348630.32,0,0.2421,34.6,3.2,11957.55,7291.53
4426,1161,14,1069,184,14,431,1456969.74,0,0.3469,52.6,2.7,28301.46,14404.23
4427,1054,13,1224,115,5,476,1329968.8,0,0.1324,11.1,4.3,51865.46,26606.58
4428,146,16,24,124,12,445,2395649.03,1,0.1958,21.2,5,29860.51,23187.93
4429,1492,4,763,238,3,208,4395105.16,0,0.4787,37.2,3.3,145032.01,112476.65
4430,1641,6,1655,108,3,74,4860834.18,0,0.1551,38.2,3.9,129273.08,85785.98
4431,503,9,1411,406,5,34,3060623.26,0,0.3756,6.3,5,156579.26,110758.83
4432,799,1,1614,47,13,62,1234719.32,0,0.4394,26.7,4,25512.17,17521.89
4433,968,17,1459,198,13,79,1904039.33,0,0.3455,4.2,5,90801.83,63666.16
4434,1215,4,242,51,8,466,1627731.89,0,0.4006,55.8,2.7,53313.1,35812.6
4435,471,6,203,194,10,173,1021134.34,0,0.4925,41.3,3.1,55941.44,21437.69
4436,690,16,237,70,8,95,4892541.91,0,0.186,7.8,4.3,154020.52,97339.38
4437,1369,7,951,375,14,5,658669.03,1,0.1513,39.9,3.2,30659.75,18809.09
4438,1775,5,1022,87,8,307,2832531.82,0,0.2417,7.7,4.3,29655.35,15221.97
4439,1,9,294,474,6,353,3993571.09,0,0.33,5.3,4.9,183092.71,84736.09
4440,110,19,1372,75,9,58,4697962.79,0,0.0804,14.5,4,218552.25,143105.63
4441,1811,1,1111,193,14,123,1005560.15,0,0.0546,58.4,3.2,17589.38,6170.05
4442,894,8,210,220,5,93,962164.07,0,0.0947,35.6,3.8,24127.59,13696.22
4443,1770,20,788,278,14,3,2486513.87,0,0.1085,20.9,4.5,84028.87,32426.74
4444,1088,4,1633,425,10,23,1922354.1,0,0.0485,5.8,5,102508.08,40128.02
4445,756,17,1026,333,7,266,1247424.23,0,0.3084,2.9,4.5,27911.96,16056.19
4446,53,1,229,233,1,303,472880.69,0,0.3028,53.9,2.7,17627.37,11808.05
4447,262,2,410,431,15,288,1823858.51,0,0.2553,29.9,3.8,45022.04,26473.73
4448,1553,14,1267,444,4,377,1408564.97,0,0.0914,7.3,4.5,31434.37,18407.26
4449,1326,2,770,370,1,48,860945.12,0,0.4749,33.6,4.2,39194.71,15075.46
4450,886,1,963,228,10,411,1841437.96,0,0.3616,5.8,4.8,58987.08,39541.23
4451,234,13,1492,406,2,253,409082.88,0,0.0777,25.5,3.6,13255.74,5775.82
4452,73,8,458,388,6,36,4585651.75,0,0.301,54.8,2,165932.74,90265.35
4453,1381,9,554,44,1,88,2995412.83,0,0.0487,55.7,2.5,140805.8,100059.3
4454,951,20,213,297,9,310,2396747.88,0,0.2201,57.2,2.6,83517.46,65876.43
4455,1627,2,1832,255,6,20,649201.23,0,0.4098,10.3,3.9,12169.34,7724.21
4456,484,17,1929,466,8,131,3887426.44,0,0.2797,12.6,4,178273.84,105679.38
4457,1030,6,386,250,15,197,377966.07,0,0.0751,51.4,2.4,21678.41,13924.49
4458,1734,3,1436,422,10,387,4925473.88,0,0.428,7.9,5,198021.78,122344.39
4459,877,20,1539,401,10,424,4213867.98,0,0.065,2.7,4.6,241673.01,173544.32
4460,1732,17,528,473,8,251,2355390.16,0,0.259,42.5,3.5,79860.93,61508.19
4461,859,6,1412,273,12,316,3359378.36,0,0.2715,27.7,4.4,83523.85,38151.97
4462,137,8,1303,477,2,454,445524.06,0,0.3936,48.6,3,4660,2129.97
4463,779,14,990,173,2,463,2443179.87,0,0.4933,11,4.6,127502.76,98563.33
4464,1428,10,102,236,3,379,4098012.14,0,0.2175,27.3,3.9,73684.66,41620.28
4465,628,20,1613,46,11,198,391902.62,1,0.3312,49.4,2.4,10646.85,7355.53
4466,555,10,390,392,8,23,1085968.84,0,0.2745,17,4.4,50579.07,27354.17
4467,743,15,1226,221,11,188,3886728.18,0,0.0675,29.3,4,145765.33,102688.21
4468,570,8,1591,143,8,286,2292589.74,0,0.4047,38.1,4,85421.74,34102.15
4469,1230,11,1745,233,5,167,3325115.45,0,0.2757,43.8,2.6,59410.59,21099.2
4470,410,16,1416,417,14,168,4090902.43,0,0.3151,32.3,4.2,225806.68,124227.13
4471,1630,3,841,433,13,48,728135.02,0,0.1891,43.9,2.8,8538.74,3290.31
4472,1060,15,1378,266,2,213,2343294.84,0,0.46,45.7,2.8,50071.18,39976.19
4473,230,13,1617,190,11,301,2813415.69,0,0.3531,50.3,2.8,41195.55,23083.39
4474,1251,11,1780,183,14,37,3075316.42,0,0.1978,54.7,2.5,25149.81,11083.86
4475,1719,14,235,314,4,406,4238994.23,0,0.2635,42.8,3.2,71854.18,54228.86
4476,262,7,114,357,4,52,2382354.33,0,0.1737,54,2.4,61880.95,44707.5
4477,1155,19,982,191,7,258,1586840.19,0,0.3303,5.5,5,23453.18,16835.58
4478,1601,15,1984,139,4,14,4012159.01,1,0.4101,9.5,4.3,101159.04,44360.64
4479,892,6,1091,35,10,18,4484475.38,0,0.1911,25.5,4.3,219873.01,171314.9
4480,448,20,809,482,6,114,1794000.64,0,0.4147,11.7,3.7,32728.4,15182.98
4481,186,7,1064,352,11,178,3631979.45,0,0.4656,21.6,3.8,34959.16,18235.06
4482,1653,14,1757,342,2,271,1060342.29,0,0.2157,53.2,3.2,56322.89,30957.56
4483,1210,4,103,132,15,293,451315.45,0,0.1386,9.1,4.4,10183.19,7173.53
4484,1298,9,411,373,15,386,1883303.34,0,0.4734,38.9,3.3,25604.18,11604.96
4485,1687,7,1319,322,2,119,2035395.52,0,0.0557,15.3,4.4,61478.16,46158.71
4486,352,15,1589,417,12,363,570942.8,0,0.2572,30.5,3.6,12880.17,5031.65
4487,1437,3,808,73,11,340,512213.68,0,0.3962,25,3.2,18884.68,15012.8
4488,1175,5,1588,163,5,330,3531380.55,0,0.0516,52.1,3.3,199902.65,156322.93
4489,384,17,1061,294,1,69,3594357.75,0,0.331,33.3,3.3,61289.55,32087.2
4490,1060,1,67,223,2,32,363411.12,0,0.4243,49.6,3.2,20532.63,15225.64
4491,326,1,403,462,3,450,2534256.96,0,0.1701,26,4,125708.73,91535.61
4492,465,16,1698,185,9,236,2798806.73,0,0.1759,40.4,3.4,115276.16,73584.29
4493,466,14,206,95,9,241,2493461.29,0,0.0459,54.7,3.1,86960.75,59374.84
4494,1119,11,341,289,7,313,4895969.11,1,0.289,10.6,4.8,179799.05,135556.66
4495,1158,14,1858,172,13,246,2289153.37,0,0.0589,34.5,3.4,54126.01,34706.3
4496,162,8,1930,309,5,317,2726801.22,0,0.031,38.7,3.9,102460.99,66587.18
4497,556,19,1076,464,2,261,1551541.78,0,0.0896,37.8,3.3,51918.34,22835.38
4498,300,2,426,148,2,341,1262087.09,0,0.2343,34,3.4,39706.81,22356.46
4499,1819,10,956,319,8,146,4094944.55,0,0.381,48.1,3.6,46250.99,16711.03
4500,356,5,209,179,3,304,4639695.12,0,0.3473,5.4,4.2,186011.3,76005.78
4501,1264,15,1538,370,7,296,1609430.23,0,0.1768,40.4,3.2,26006.92,17787.57
4502,564,1,1665,142,13,68,4238734.83,0,0.1809,53.4,2.7,136380.19,84946.64
4503,793,2,1202,291,6,352,2109256.53,0,0.3391,55.1,3.1,48639.86,27180.47
4504,1023,19,676,110,15,484,2623052.43,0,0.3624,12.3,4.6,143651.11,58696.67
4505,586,17,1889,497,13,56,891463.46,0,0.3698,36.9,3.6,38141.52,27240.72
4506,750,15,1046,301,6,388,2922519.88,0,0.1044,18.3,4.5,65194.69,31465.73
4507,1191,18,369,161,3,145,4763313.52,0,0.0606,43.9,3.3,267030.12,189298.94
4508,140,8,1763,61,6,52,253743.77,0,0.2671,6.6,4.8,9441.97,6993.87
4509,1163,14,994,349,13,125,1307174.48,0,0.2174,9.2,4.7,39261.71,21015.87
4510,235,8,82,72,4,447,3472211.43,0,0.4668,41,3.3,60658.23,33728.34
4511,1027,8,1188,437,1,426,1344210.66,0,0.0327,33.8,3.2,33567,17235.21
4512,256,19,377,482,12,417,1840478.2,0,0.4102,54,2.2,18698.25,11611.04
4513,371,13,3,115,8,470,1451177.59,0,0.4962,3.6,5,44655.67,24264.94
4514,278,5,684,495,9,274,4837376.73,0,0.4297,42.7,3.6,89591.75,52025.9
4515,516,10,1142,206,14,411,2436126.04,0,0.4129,43.4,3,58314.4,43510.22
4516,904,7,1680,334,3,128,670117.42,0,0.0406,50.1,2.9,35492.51,14427.88
4517,1806,9,764,306,11,463,612317.64,0,0.4367,46.7,3.6,15664.13,5487.22
4518,1236,14,1419,399,1,445,1552422.14,0,0.3045,32.1,4.3,77825.21,62257.64
4519,1240,6,266,42,1,25,2005526.61,0,0.3374,18.6,4.1,106743.83,79706.77
4520,270,10,435,370,1,61,1445038.64,0,0.2166,24.9,4.2,43361.16,18288.98
4521,476,1,682,20,9,394,2753166.49,0,0.4737,32.3,3.7,160992.11,97907.85
4522,1552,11,725,92,10,336,4359116.25,0,0.2758,2.3,5,127631.06,62938.03
4523,928,8,793,68,13,388,3941078.92,0,0.3203,7.2,4.5,198405.97,82746.98
4524,64,6,1251,135,5,128,2895360.51,0,0.1282,33.5,3.1,166589.31,108791.41
4525,1775,17,376,66,3,159,3621521.3,0,0.2923,59.8,2.4,30646.45,24318.7
4526,460,4,1286,329,10,251,3312457.77,0,0.1337,23.8,3.4,87735.39,45643.73
4527,1040,6,366,151,9,288,330752.99,0,0.0838,48.3,3.6,15880.98,12663.24
4528,564,15,767,36,10,152,3173860.43,0,0.2721,24.2,3.9,162344.49,82843.97
4529,1043,10,428,140,9,315,4360473.29,0,0.4277,9.2,4.8,228212.58,154230.81
4530,1349,17,1032,407,6,402,4150344.18,0,0.4424,50.8,3.5,197420.18,108791.36
4531,908,10,1954,223,5,480,2350780.87,0,0.4704,40.1,4.1,58855.65,26442.08
4532,93,5,1065,490,1,373,1630165.33,0,0.47,9.7,4.8,81122.92,29490.02
4533,773,19,1902,395,6,92,1889740.99,0,0.4853,27.3,4,70700.74,32890.61
4534,810,7,1281,385,5,203,2829432.8,0,0.3692,15.1,3.9,51521.67,37149.64
4535,1041,19,643,205,9,200,2048655.05,0,0.0824,40.7,3.2,37714.63,17951.95
4536,1647,10,564,295,14,193,1743032.93,0,0.3204,28.9,4,34045.3,25239.61
4537,840,19,1126,349,7,374,593956.26,0,0.3162,19.3,3.8,9902.66,7090.25
4538,488,11,1243,70,3,386,531717.88,0,0.0804,34.3,4,12570.77,8779.4
4539,1118,3,244,159,5,405,147837.3,0,0.3603,54.5,3,6844.72,4260.4
4540,1034,11,845,393,6,497,4969465.5,0,0.2246,26.1,3.8,279550.86,120006.37
4541,1748,6,939,184,11,124,1813939.48,0,0.063,58,2.7,37532.67,20591.74
4542,749,6,303,18,2,116,364239.35,0,0.4695,43.3,4,13977.8,9904.78
4543,1790,15,370,383,7,467,2838675.43,0,0.1201,37,4.6,35111.21,16080.96
4544,528,3,851,59,9,170,3375569.34,0,0.0883,5.5,4.5,123994.02,84323.44
4545,1513,11,275,323,10,478,3404202.33,0,0.1253,49,3.3,169278.7,131977.43
4546,1168,8,70,224,9,127,4847092.47,0,0.3892,41,2.9,200102.82,157417.92
4547,554,8,47,109,5,360,1066970.62,0,0.3925,9.4,4.7,39485.26,26058.26
4548,515,16,117,131,8,409,4473752.74,0,0.0703,2.6,4.8,195103.23,116564.39
4549,1494,3,1614,493,9,53,4531027.06,1,0.271,56.3,2.9,118194.64,77900.62
4550,377,8,517,30,6,393,2289355.83,0,0.3544,13.5,4.6,91120.31,55088.06
4551,1692,8,1278,192,12,170,4764043.51,0,0.351,26.5,3.6,52902.63,41634.58
4552,1518,13,832,198,4,244,1009593.96,0,0.3453,26.3,4.3,22899.85,18256.08
4553,1709,1,619,242,4,284,1698195.12,0,0.2294,7,4.6,27949.57,9999.11
4554,484,10,756,91,3,421,3797234.58,0,0.2223,48.6,2.7,184735.44,107499.32
4555,452,5,1197,2,12,61,4725581.71,0,0.4621,37,3.6,66060.31,47299.64
4556,1560,5,960,276,9,59,390444.44,0,0.478,33,3.5,17459.49,8973.79
4557,787,17,1453,465,10,416,3363961.98,0,0.1129,52.1,2.9,92657.26,45698.06
4558,1099,14,36,97,11,425,4715902.39,0,0.4979,54.8,2.1,145327.97,71647.86
4559,1064,6,905,465,13,75,515649.31,0,0.0947,9.5,4.6,22375.78,12194.71
4560,302,14,407,485,15,370,916168.66,0,0.3996,41.9,3.5,46468.86,32626.31
4561,1576,12,1440,285,11,213,3386714.43,0,0.079,17.6,4.3,93261.54,73515.61
